,Department,Object Name,Title,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Medium,Classification,Link Resource,Artist_Surname,Artist_First_Name
337058,Modern and Contemporary Art,Painting,Women at a Table,1911      ,1960      ,1959,1959,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482731,Park, David
337059,Modern and Contemporary Art,Painting,Break Out,1952      ,2052      ,1982,1982,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482732,Mitty, Lizbeth
337063,Modern and Contemporary Art,Painting,Lucie Desnos,1879      ,1953      ,1935,1945,Oil on cardboard,Paintings,http://www.metmuseum.org/art/collection/search/482738,Picabia, Francis
337065,Modern and Contemporary Art,Painting,The Street,1913      ,1980      ,1977,1977,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482740,Guston, Philip
337071,Modern and Contemporary Art,Painting,"White Rectangles, Number 3",1902      ,1971      ,1939,1939,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482746,Pereira, Irene Rice
337077,Modern and Contemporary Art,Painting,Man and Woman Stopping to Look at the View,1940      ,2040      ,1983,1983,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482752,Bostick, Lynn
337126,Modern and Contemporary Art,Painting,Mango,1937      ,2037      ,1983,1983,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482801,Havard, James
337128,Modern and Contemporary Art,Painting,White Flower,1877      ,1943      ,1917,1917,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/482803,Hartley, Marsden
337133,Modern and Contemporary Art,Painting,Head in Red,1919      ,2010      ,1964,1964,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482809,Johnson, Lester
337134,Modern and Contemporary Art,Painting,Vermillion Banner,1912      ,2008      ,1982,1982,"Acrylic, charcoal and cut and pasted canvas on canvas",Paintings,http://www.metmuseum.org/art/collection/search/482810,Hoff, Margo
337135,Modern and Contemporary Art,Painting,Relational Painting Number 64,1899      ,1972      ,1953,1953,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482811,Glarner, Fritz
337141,Modern and Contemporary Art,Painting,Fay's Kitchen,1944      ,2044      ,1971,1971,Oil on Masonite,Paintings,http://www.metmuseum.org/art/collection/search/482817,Forsman, Chuck
337143,Modern and Contemporary Art,Painting,"The Wheel, St. Catherine",1957      ,2057      ,1983,1983,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482819,Weinberg, Jonathan
337144,Modern and Contemporary Art,Painting,"William Morales, Patron of Prison Breaks",1954      ,1992      ,1983,1983,Acrylic on Masonite,Paintings,http://www.metmuseum.org/art/collection/search/482820,Wojnarowicz, David
337149,Modern and Contemporary Art,Painting,Different Situations I,1927      ,1995      ,1983,1983,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482825,Rohrer, Warren
337153,Modern and Contemporary Art,Painting,Urutaú,1934      ,2034      ,1983,1983,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482829,Gamarra, Jose
337159,Modern and Contemporary Art,Painting,Mao,1928      ,1987      ,1973,1973,Acrylic and silkscreen on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482835,Warhol, Andy
337160,Modern and Contemporary Art,Painting,Mao,1928      ,1987      ,1973,1973,Acrylic and silkscreen on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482836,Warhol, Andy
337291,Modern and Contemporary Art,Painting,Prairie,1951      ,2051      ,1982,1982,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482967,Burton, Sigrid
337299,Modern and Contemporary Art,Painting,From Portal to Paradise,1947      ,2047      ,1982,1982,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482975,Landfield, Ronnie
337300,Modern and Contemporary Art,Painting,Self-Portrait,1920      ,1985      ,1982,1982,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482976,Davis, Gene
337304,Modern and Contemporary Art,Painting,New York Street Scene,1887      ,1932      ,1929,1929,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482980,Coleman, Glenn
337305,Modern and Contemporary Art,Painting,Williamsburg,1895      ,1979      ,1939,1939,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482981,Mayer, Ralph
337306,Modern and Contemporary Art,Painting,The Modern Story of Life:  A Civics Diatribe,1941      ,1997      ,1982,1982,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482982,Brown, Roger
337308,Modern and Contemporary Art,Painting,Threshold and Shield,1950      ,2050      ,1981,1981,Oil on canvas and wood,Paintings,http://www.metmuseum.org/art/collection/search/482984,O'Donnell, Hugh
337317,Modern and Contemporary Art,Painting,Crossing Move,1930      ,2030      ,1981,1982,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482999,Mcgarrell, James
337318,Modern and Contemporary Art,Painting,Attorney Street (Handball Court with Autobiographical Poem by Piñero),1946      ,1999      ,1982,1984,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483000,Wong, Martin
337319,Modern and Contemporary Art,Painting,Points of Release,1952      ,2052      ,1983,1983,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483001,Wizon, Tod
337326,Modern and Contemporary Art,Painting,The Long Cypress,1952      ,2052      ,1983,1983,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483009,Bates, David
337327,Modern and Contemporary Art,Painting,The Letter,1952      ,2052      ,1983,1983,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483031,Hannah, Duncan
337328,Modern and Contemporary Art,Painting,St. Bartolomeo II,1951      ,2051      ,1983,1983,Oil on enamel on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483032,Brown, James
337329,Modern and Contemporary Art,Painting,View of the Museum of Cluny,1933      ,2033      ,1982,1982,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483033,Hartmann, Jacques
337334,Modern and Contemporary Art,Painting,Chance Encounter at 3 A.M.,1937      ,2037      ,1984,1984,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483038,Grooms, Red
337335,Modern and Contemporary Art,Painting,Merengue en Boca Chica,1933      ,2033      ,1983,1983,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483039,Ferrer, Rafael
337336,Modern and Contemporary Art,Painting,Hell (Union Square),1951      ,1983      ,1981,1981,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483040,Smith, Dennis
337338,Modern and Contemporary Art,Painting,Painting,1893      ,1983      ,1927,1927,Tempera and oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483042,Miró, Joan
337362,Modern and Contemporary Art,Painting,Wild Dogs,1952      ,2052      ,1982,1982,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483066,Koscianski, Leonard
337397,Modern and Contemporary Art,Painting,Garage Dog,1931      ,2031      ,1984,1984,Oil and silver foil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483102,Davis, James G
337399,Modern and Contemporary Art,Painting,Summer Music,1948      ,2048      ,1980,1980,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483105,Hatke, Walter
337400,Modern and Contemporary Art,Painting,Portrait of Jake (Stagger Lee Series #3),1945      ,2012      ,1983,1983,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483106,Brown, Frederick J
337401,Modern and Contemporary Art,Painting,Brazilian Landscape,1952      ,2052      ,1980,1980,Acrylic and charcoal on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483107,Ross, Clifford
337407,Modern and Contemporary Art,Painting,Daily News,1952      ,2052      ,1983,1983,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483113,Nelson, Dona
337411,Modern and Contemporary Art,Painting,Flag of Hudson Avenue No.2,1944      ,2005      ,1976,1976,Acrylic and thread on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483117,Shields, Alan
337412,Modern and Contemporary Art,Painting,Ladder,1949      ,2049      ,1981,1981,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483118,Wethli, Mark
337418,Modern and Contemporary Art,Painting,Landscape: Land of the American Indian,1913      ,1992      ,1941,1941,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483124,Rosenborg, Ralph
337429,Modern and Contemporary Art,Painting,Redgreen and Violet-Yellow Rhythms,1879      ,1940      ,1920,1920,Oil and ink on cardboard,Paintings,http://www.metmuseum.org/art/collection/search/483135,Klee, Paul
337454,Modern and Contemporary Art,Painting,Oriental Pleasure Garden,1879      ,1940      ,1925,1925,Oil on cardboard,Paintings,http://www.metmuseum.org/art/collection/search/483160,Klee, Paul
337455,Modern and Contemporary Art,Painting,May Picture,1879      ,1940      ,1925,1925,Oil on cardboard,Paintings,http://www.metmuseum.org/art/collection/search/483161,Klee, Paul
337456,Modern and Contemporary Art,Painting,Small Portrait of a Girl in Yellow,1879      ,1940      ,1925,1925,Gypsum and oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483162,Klee, Paul
337460,Modern and Contemporary Art,Painting,Collection of Figurines,1879      ,1940      ,1926,1926,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483166,Klee, Paul
337461,Modern and Contemporary Art,Painting,Variations (Progressive Motif),1879      ,1940      ,1927,1927,Oil and watercolor on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483167,Klee, Paul
337462,Modern and Contemporary Art,Painting,Still Life,1879      ,1940      ,1927,1927,Oil on gypsum construction,Paintings,http://www.metmuseum.org/art/collection/search/483168,Klee, Paul
337465,Modern and Contemporary Art,Painting,Monuments at G.,1879      ,1940      ,1929,1929,Gypsum and watercolor on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483171,Klee, Paul
337468,Modern and Contemporary Art,Painting,Clarification,1879      ,1940      ,1932,1932,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483174,Klee, Paul
337470,Modern and Contemporary Art,Painting,The Rhine at Duisburg,1879      ,1940      ,1937,1937,"Gypsum, oil, and charcoal on cardboard",Paintings,http://www.metmuseum.org/art/collection/search/483176,Klee, Paul
337472,Modern and Contemporary Art,Painting,Little Hope,1879      ,1940      ,1938,1938,Plaster and watercolor on burlap mounted on cardboard,Paintings,http://www.metmuseum.org/art/collection/search/483178,Klee, Paul
337487,Modern and Contemporary Art,Painting,Rider in the Midnight Sky,1895      ,1976      ,1928,1928,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483198,Bisttram, Emil
337488,Modern and Contemporary Art,Painting,Untitled (Number 263A),1914      ,2004      ,1942,1942,Oil on Masonite,Paintings,http://www.metmuseum.org/art/collection/search/483199,Garman, Ed
337490,Modern and Contemporary Art,Painting,Thursday,1943      ,2008      ,1984,1984,Oil and gesso on ash-laminated wood,Paintings,http://www.metmuseum.org/art/collection/search/483201,Helm, Robert
337491,Modern and Contemporary Art,Painting,Study for Evelina's Grandmother (Curtsey),1948      ,2048      ,1984,1984,Acrylic and oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483202,Africano, Nicholas
337519,Modern and Contemporary Art,Painting,Self-Portrait,1907      ,1981      ,1936,1936,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483230,Bolotowsky, Ilya
337520,Modern and Contemporary Art,Painting,Television 2,1958      ,2058      ,1983,1983,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483231,Villa, Saul
337523,Modern and Contemporary Art,Painting,"View of The Old Port, Saint-Tropez",1867      ,1947      ,1911,1911,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483234,Bonnard, Pierre
337524,Modern and Contemporary Art,Painting,Nude,1880      ,1954      ,1923,1923,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483235,Derain, André
337535,Modern and Contemporary Art,Painting,Self-Portrait as a Photographer,1889      ,1953      ,1924,1924,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483246,Kuniyoshi, Yasuo
337546,Modern and Contemporary Art,Painting,The Visit,1883      ,1956      ,1916,1916,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483257,Laurencin, Marie
337557,Modern and Contemporary Art,Painting,The Amazon,1883      ,1956      ,1923,1923,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483268,Laurencin, Marie
337568,Modern and Contemporary Art,Painting,Vence,1883      ,1941      ,1920,1920,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483279,Marchand, Jean
337579,Modern and Contemporary Art,Painting,Reclining Figure,1883      ,1941      ,1915,1925,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483290,Marchand, Jean
337590,Modern and Contemporary Art,Painting,"Nasturtiums with the Painting ""Dance"" I",1869      ,1954      ,1912,1912,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483301,Matisse, Henri
337600,Modern and Contemporary Art,Painting,The Promenade,1869      ,1954      ,1919,1919,Oil on canvas board,Paintings,http://www.metmuseum.org/art/collection/search/483312,Matisse, Henri
337610,Modern and Contemporary Art,Painting,"Landscape, Nice",1869      ,1954      ,1919,1919,Oil on canvas board,Paintings,http://www.metmuseum.org/art/collection/search/483322,Matisse, Henri
337617,Modern and Contemporary Art,Painting,The Goldfish Bowl,1869      ,1954      ,1921,1922,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483330,Matisse, Henri
337620,Modern and Contemporary Art,Painting,"Village Scene, Grasse",1867      ,1947      ,1912,1912,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483333,Bonnard, Pierre
337621,European Paintings,Painting,"Landscape, Kragerø",1863      ,1944      ,1912,1912,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483334,Munch, Edvard
337631,Modern and Contemporary Art,Painting,The Foolish Virgins,1885      ,1930      ,1909,1909,Oil and graphite on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483344,Pascin, Jules
337642,Modern and Contemporary Art,Painting,Erotic Scene (La Douceur),1881      ,1973      ,1903,1903,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483355,Picasso, Pablo
337653,Modern and Contemporary Art,Painting,Mother and Child by a Fountain,1881      ,1973      ,1901,1901,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483366,Picasso, Pablo
337664,European Paintings,Painting,Reclining Nude (Thin Adeline),1860      ,1942      ,1906,1906,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483377,Sickert, Walter Richard
337675,Modern and Contemporary Art,Painting,At Table,1868      ,1940      ,1893,1893,Oil on cardboard,Paintings,http://www.metmuseum.org/art/collection/search/483388,Vuillard, Édouard
337722,Modern and Contemporary Art,Painting,The Dressing Room,1867      ,1947      ,1914,1914,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/483440,Bonnard, Pierre
