,Department,Object Name,Title,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Medium,Classification,Link Resource,Artist_Surname,Artist_First_Name
309904,European Paintings,Painting,Mountain Landscape,1796      ,1853      ,1816,1853,"Oil and graphite on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440328,Closson, Gilles-François-Joseph
309905,European Paintings,Painting,Landscape,1798      ,1860      ,1843,1843,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440329,Coignet, Jules
309906,European Paintings,Painting,Shipyard at Le Havre,1798      ,1860      ,1831,1831,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440330,Coignet, Jules
309907,European Paintings,Painting,Mausoleum of San Vito near Pozzuoli,1788      ,1857      ,1820,1820,"Oil on paper, laid down on cardboard",Paintings,http://www.metmuseum.org/art/collection/search/440331,Dahl, Johan Christian
309908,European Paintings,Painting,"Landscape with Rocks, Augerville",1798      ,1863      ,1854,1854,Oil on cardboard,Paintings,http://www.metmuseum.org/art/collection/search/440332,Delacroix, Eugène
309909,European Paintings,Painting,"Chestnut Limb, Ischia",1755      ,1813      ,1786,1812,Oil on paper,Paintings,http://www.metmuseum.org/art/collection/search/440333,Denis, Simon
309910,European Paintings,Painting,Plane Tree,1755      ,1813      ,1786,1812,Oil on paper,Paintings,http://www.metmuseum.org/art/collection/search/440334,Denis, Simon
309911,European Paintings,Painting,Mountain Landscape in Italy,1805      ,1882      ,1834,1837,Oil on irregularly cut paper,Paintings,http://www.metmuseum.org/art/collection/search/440335,Desgoffe Alexandre,Unknown
309912,European Paintings,Painting,View in the Roman Campagna,1805      ,1882      ,1834,1837,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440336,Desgoffe Alexandre,Unknown
309913,European Paintings,Painting,River Landscape,1661      ,1743      ,1686,1743,"Oil on paper, laid down on wood",Paintings,http://www.metmuseum.org/art/collection/search/440337,Desportes, Alexandre François
309914,European Paintings,Painting,View in the Rhône Valley,1805      ,1870      ,1825,1870,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440338,Dubuisson, Alexandre
309915,European Paintings,Painting,View in the Roman Campagna,1811      ,1900      ,1847,1847,Oil on paper,Paintings,http://www.metmuseum.org/art/collection/search/440339,Dumax, Ernest-Joachim
309916,European Paintings,Painting,Sarnen,1793      ,1837      ,1824,1824,Oil on light brown paper,Paintings,http://www.metmuseum.org/art/collection/search/440340,Fielding, Thales
309917,European Paintings,Painting,Hilly Landscape with Sheep,1804      ,1858      ,1827,1829,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440341,Fleury Léon,Unknown
309918,European Paintings,Painting,A Large Oak,1820      ,1908      ,1837,1837,Oil on paper,Paintings,http://www.metmuseum.org/art/collection/search/440343,Frølich, Lorenz
309919,European Paintings,Painting,Oak Tree in a Mountainous Landscape,Unknown,Unknown,1800,1899,"Oil on paper, laid down on cardboard",Paintings,http://www.metmuseum.org/art/collection/search/440344,German Painter,Unknown
309920,European Paintings,Painting,Study of Rushing Water,1805      ,1899      ,1845,1855,Oil on paper,Paintings,http://www.metmuseum.org/art/collection/search/440346,Gille, Christian Friedrich
309921,European Paintings,Painting,"Flock of Sheep, Civita Castellana",1801      ,1879      ,1826,1829,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440347,Giroux, André
309922,European Paintings,Painting,Ruins in the Roman Campagna,1801      ,1879      ,1826,1829,"Oil on paper, laid down on cardboard",Paintings,http://www.metmuseum.org/art/collection/search/440348,Giroux, André
309923,European Paintings,Painting,"View from the Villa Medici, Rome",1775      ,1849      ,1803,1849,"Oil on paper, laid down on illustration board",Paintings,http://www.metmuseum.org/art/collection/search/440350,Granet, François Marius
309924,European Paintings,Painting,Landscape with a Castle on the River Etsch,1812      ,1897      ,1832,1897,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440351,Gurlitt, Louis
309925,European Paintings,Painting,Landscape near Rome,1819      ,1916      ,1851,1851,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440352,Harpignies, Henri-Joseph
309926,European Paintings,Painting,"The Basilica of Constantine, Rome",1792      ,1875      ,1821,1821,"Oil on paper, laid down on cardboard",Paintings,http://www.metmuseum.org/art/collection/search/440353,Klein, Johann Adam
309927,European Paintings,Painting,"Schloss Emming, between Windach and Geltendorf, seen from the East",1766      ,1853      ,1797,1807,"Oil and graphite on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440354,Kobell, Wilhelm von
309928,European Paintings,Painting,Clearing at the Edge of a Wood,1803      ,1874      ,1823,1874,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440355,Lapito, Louis-Auguste
309929,European Paintings,Painting,"Study of Rocks, Shrubs, and Tree Trunks at Monte Casale near Sansepolcro, Tuscany",1812      ,1888      ,1842,1842,Oil with traces of graphite on two pieces of blue paper mounted on canvas,Paintings,http://www.metmuseum.org/art/collection/search/440356,Lear, Edward
309930,European Paintings,Painting,A Fountain in Rome,1810      ,1873      ,1836,1841,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/440357,Marstrand Wilhelm,Unknown
309931,European Paintings,Painting,Coastal Landscape with Tower,1612      ,1666      ,1651,1652,Oil over red chalk on paper,Paintings,http://www.metmuseum.org/art/collection/search/440358,Mola, Pier Francesco
309932,European Paintings,Painting,Corner of a Park,1762      ,1827      ,1781,1827,"Oil on prepared paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440359,Mongin, Antoine Pierre
309933,European Paintings,Painting,"Jungfrau, Mönch, and Eiger",1811      ,1893      ,1831,1893,"Oil on paper, laid down on cardboard",Paintings,http://www.metmuseum.org/art/collection/search/440360,Morgenstern, Carl
309934,European Paintings,Painting,View from Olevano towards the West,1807      ,1878      ,1824,1835,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/440362,Nerly, Friedrich
309935,European Paintings,Painting,"Entrance to the Giardino del Lago, Villa Borghese, Rome",1810      ,1890      ,1844,1844,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440363,Palm, Gustav Wilhelm
309936,European Paintings,Painting,Rhine Landscape,1812      ,1880      ,1845,1855,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440364,Petersen, Vilhelm
309937,European Paintings,Painting,The Rhine at Remagen,1812      ,1880      ,1850,1850,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440365,Petersen, Vilhelm
309938,European Paintings,Painting,Mountains and Sky,1812      ,1880      ,1845,1850,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/440366,Petersen, Vilhelm
309939,European Paintings,Painting,Cervara,1805      ,1838      ,1832,1835,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440367,Petzholdt, Fritz
309940,European Paintings,Painting,A Stream in the Auvergne,1812      ,1867      ,1830,1830,"Oil on paper, mounted to canvas",Paintings,http://www.metmuseum.org/art/collection/search/440369,Rousseau, Théodore
309941,European Paintings,Painting,View of an Italian City,1790      ,1870      ,1810,1870,"Oil on linen, laid down on paper",Paintings,http://www.metmuseum.org/art/collection/search/440370,Sarazin de Belmont, Joséphine
309942,European Paintings,Painting,"Santa Maria del Sasso, near Bibbiena",1790      ,1870      ,1840,1849,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440371,Sarazin de Belmont, Joséphine
309943,European Paintings,Painting,"Houses, Rome",1799      ,1875      ,1820,1820,"Oil on paper, laid down on board",Paintings,http://www.metmuseum.org/art/collection/search/440372,Söderberg Gustaf,Unknown
309944,European Paintings,Painting,Rome with St. Peter's and Castel Sant'Angelo,1799      ,1875      ,1821,1821,"Oil on two sheets of paper, laid down on Masonite",Paintings,http://www.metmuseum.org/art/collection/search/440373,Söderberg Gustaf,Unknown
309945,European Paintings,Painting,Waterfalls at Terni,1750      ,1819      ,1785,1810,Oil on paper,Paintings,http://www.metmuseum.org/art/collection/search/440374,Valenciennes, Pierre Henri de
309946,European Paintings,Painting,Waterfalls and Rocks at Terni,1750      ,1819      ,1785,1810,Oil on paper,Paintings,http://www.metmuseum.org/art/collection/search/440375,Valenciennes, Pierre Henri de
309947,European Paintings,Painting,Study of Trees and Bushes,1750      ,1819      ,1785,1810,Oil on paper,Paintings,http://www.metmuseum.org/art/collection/search/440376,Valenciennes, Pierre Henri de
309948,European Paintings,Painting,View in the Roman Campagna (Colonna?),1750      ,1819      ,1785,1810,Oil on paper,Paintings,http://www.metmuseum.org/art/collection/search/440377,Valenciennes, Pierre Henri de
309949,European Paintings,Painting,View in the Roman Campagna,1750      ,1819      ,1785,1810,Oil on paper,Paintings,http://www.metmuseum.org/art/collection/search/440378,Valenciennes, Pierre Henri de
309950,European Paintings,Painting,Tree Foliage,1770      ,1847      ,1790,1847,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440379,Wallis, George Augustus
309951,European Paintings,Painting,"View in a Broad Valley, Italy",1805      ,1882      ,1834,1837,Oil on paper,Paintings,http://www.metmuseum.org/art/collection/search/440380,Desgoffe Alexandre,Unknown
309952,European Paintings,Painting,Landscape at Olevano Romano,1778      ,1846      ,1825,1825,"Oil on paper, laid down on cardboard",Paintings,http://www.metmuseum.org/art/collection/search/440386,Faber Johann Joachim,Unknown
309953,European Paintings,Painting,The Baptism of Christ,1510      ,1592      ,1585,1595,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/440393,Bassano, Jacopo (Jacopo da Ponte)
309954,European Paintings,Painting,Cloud Study,1788      ,1857      ,1828,1828,"Oil on paper, laid down on cardboard",Paintings,http://www.metmuseum.org/art/collection/search/440407,Dahl, Johan Christian
309955,European Paintings,Painting,View at Auvers-sur-Oise,1817      ,1878      ,1837,1878,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440408,Daubigny, Charles-François
309956,European Paintings,Painting,A Village on Ischia (Fontana?),1804      ,1858      ,1827,1829,"Oil on paper, laid down on cardboard",Paintings,http://www.metmuseum.org/art/collection/search/440409,Fleury Léon,Unknown
309957,European Paintings,Painting,View of San Vito with Monte Guadagnolo in the Distance,1788      ,1825      ,1822,1822,"Oil and graphite on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440459,Reinhold Heinrich,Unknown
309958,European Paintings,Painting,River Landscape with Castle Ruins,1797      ,1850      ,1820,1829,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440460,Rottmann, Carl
309959,European Paintings,Painting,"Pope Benedict XIV (Prospero Lambertini, 1675–1758)",1699      ,1749      ,1746,1746,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/440464,Subleyras, Pierre Hubert
309961,European Paintings,Painting,The Saithwaite Family,1747      ,1801      ,1780,1790,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/440568,Wheatley, Francis
309962,European Paintings,Painting,Bashi-Bazouk,1824      ,1904      ,1868,1869,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/440723,Gérôme, Jean-Léon
309963,European Paintings,Painting,"The Two Central Figures in ""Derby Day""",1819      ,1909      ,1860,1860,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/440725,Frith, William Powell
309964,European Paintings,Painting,The Artist's Sitting Room in Ritterstrasse,1815      ,1905      ,1851,1851,Oil on cardboard,Paintings,http://www.metmuseum.org/art/collection/search/440726,Menzel, Adolph
309965,European Paintings,Painting,German Landscape with View towards a Broad Valley,1805      ,1838      ,1824,1834,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440727,Petzholdt, Fritz
309966,European Paintings,Painting,Spring Morning,1836      ,1902      ,1870,1880,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/440729,Tissot, James
309967,European Paintings,Painting,Portrait of a Man,1467      ,1482      ,1470,1475,"Oil on paper, laid down on wood",Paintings,http://www.metmuseum.org/art/collection/search/440840,Goes, Hugo van der
309968,European Paintings,Painting,Head of a Bishop,1734      ,1802      ,1765,1775,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/440847,Gandolfi, Gaetano
309969,European Paintings,Painting,Window,1831      ,1904      ,1856,1856,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440888,Dieffenbach, Anton
309970,European Paintings,Painting,Saint Dominic in Penitence,1576      ,1645      ,1602,1612,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/440900,Tarchiani, Filippo
309971,European Paintings,Painting,The Crucifixion,1317      ,1349      ,1310,1320,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/440985,Ugolino da Siena,Unknown
309972,European Paintings,Painting,Head of an Old Woman,1578      ,1616      ,1611,1616,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/441024,Borgianni, Orazio
309973,European Paintings,Painting,Still Life with Flowers and Prickly Pears,1841      ,1919      ,1880,1890,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/441104,Renoir, Auguste
309974,European Paintings,Painting,"Portrait of a Woman (Marianna Panciatichi, marchesa Paolucci delle Roncole, 1835–1919, or her sister-in-law, Beatrice Ferrari-Corbelli di Reggio, contessa di Lucciano)",1835      ,1909      ,1864,1864,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/441111,Gordigiani, Michele
309975,European Paintings,Painting,Self-Portrait,1728      ,1779      ,1776,1776,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/441115,Mengs, Anton Raphael
309977,European Paintings,Painting,Lions in a Mountainous Landscape,1791      ,1824      ,1813,1825,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/441226,Gericault, Théodore
309978,European Paintings,Painting,The Holy Family with the Infant Saint John the Baptist,1501      ,1547      ,1524,1526,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/441227,Perino del Vaga (Pietro Buonaccorsi),Unknown
309980,European Paintings,Painting,Hagar and the Angel,1605      ,1660      ,1652,1662,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/441229,Maffei, Francesco
309981,European Paintings,Painting,A Female Martyr Saint,1609      ,1662      ,1645,1655,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/441230,Nuvolone, Carlo Francesco
309982,European Paintings,Painting,The Annunciation,1548      ,1628      ,1580,1590,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/441233,Candid, Peter (Pieter de Witte
309983,European Paintings,Painting,Medea Rejuvenating Aeson,1703      ,1766      ,1755,1765,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/441234,Giaquinto, Corrado
309984,European Paintings,Painting,"The Great Pyramid, Giza",1804      ,1868      ,1830,1839,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/441357,Dauzats, Adrien
309985,European Paintings,Painting,Study of Palm Trees,1824      ,1904      ,1868,1868,"Oil on canvas, laid down on board",Paintings,http://www.metmuseum.org/art/collection/search/441364,Gérôme, Jean-Léon
309986,European Paintings,Painting,A Merchant in Cairo,1842      ,1923      ,1870,1870,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/441367,Lecomte du Nouÿ, Jean
309988,European Paintings,Painting,"In a Courtyard, Tangier",1860      ,1960      ,1886,1886,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/441373,Pavy, Philippe
309991,European Paintings,Painting,Landscape Study with Clouds,1809      ,1863      ,1829,1831,Oil on cardboard,Paintings,http://www.metmuseum.org/art/collection/search/441755,Loubon, Émile
309992,European Paintings,Painting,"A Section of the Via Sacra, Rome (The Church of Saints Cosmas and Damian)",1783      ,1853      ,1814,1815,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/441768,Eckersberg, Christoffer Wilhelm
309993,European Paintings,Painting,"Virgil's Tomb by Moonlight, with Silius Italicus Declaiming",1734      ,1797      ,1779,1779,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/441769,Wright, Joseph (Wright of Derby)
309994,European Paintings,Painting,"Moonlight, Strandgade 30",1864      ,1916      ,1900,1906,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/441933,Hammershøi, Vilhelm
309995,European Paintings,Painting,Dead Christ Supported by Angels,1656      ,1746      ,1705,1715,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/441965,Trevisani, Francesco
309996,European Paintings,Painting,View over Hallingdal,1788      ,1857      ,1844,1844,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/441967,Dahl, Johan Christian
309997,European Paintings,Painting,"Charles Maurice de Talleyrand Périgord (1754–1838), Prince de Bénévent",1770      ,1837      ,1808,1808,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/441969,Gérard, François
309998,European Paintings,Painting,The Tears of Saint Peter,1591      ,1652      ,1612,1613,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/441971,Ribera, Jusepe de (called Lo Spagnoletto)
309999,European Paintings,Painting,A Cardinal's Procession,1578      ,1630      ,1621,1621,Oil on copper,Paintings,http://www.metmuseum.org/art/collection/search/442183,Leoni, Ottavio (Il Padovano)
310000,European Paintings,Painting,"Still Life with Silver and Gold Plate, Shells, and a Sword",1625      ,1705      ,1675,1699,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/442356,Conte, Meiffren
310001,European Paintings,Painting,Juan María Osorio,1753      ,1820      ,1781,1791,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/442693,Esteve y Marques, Augustín
310002,European Paintings,Painting,"Vicente Osorio de Moscoso, Conde de Trastamara",1746      ,1828      ,1782,1792,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/442695,Goya (Francisco de Goya y Lucientes),Unknown
310003,European Paintings,Painting,"Vicente Joaquín Osorio Moscoso y Guzman, Count of Altamira",1746      ,1828      ,1787,1787,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/442696,Goya (Francisco de Goya y Lucientes),Unknown
310006,European Paintings,Painting,The Sacrifice of Polyxena,1619      ,1690      ,1647,1647,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/442761,Le Brun, Charles
310008,European Paintings,Painting,Women Sewing at a Table,1849      ,1906      ,1894,1896,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/442849,Carrière, Eugène
317381,Islamic Art,Painting,Painting,Unknown,Unknown,1000,1199,Plaster; painted,Ceramics,http://www.metmuseum.org/art/collection/search/450356,Unknown,Unknown
317528,Islamic Art,Painting,Portrait of a Girl with a Rose,Unknown,Unknown,1900,1999,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/450504,Unknown,Unknown
317773,Islamic Art,Painting,Portrait of a Young Man,Unknown,Unknown,1800,1825,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/450749,Unknown,Unknown
318274,Islamic Art,Painting,Seated Musician,Unknown,Unknown,1500,1699,Fresco,Paintings-Fresco,http://www.metmuseum.org/art/collection/search/451254,Unknown,Unknown
318275,Islamic Art,Painting,Woman Holding Fruit,Unknown,Unknown,1625,1675,Paint on plaster,Paintings-Fresco,http://www.metmuseum.org/art/collection/search/451255,Unknown,Unknown
318276,Islamic Art,Painting,Man Holding a Bottle and a Cup,Unknown,Unknown,1500,1699,"Ink, opaque watercolor, and gold on plaster",Paintings-Fresco,http://www.metmuseum.org/art/collection/search/451256,Unknown,Unknown
319213,Islamic Art,Painting,Painting of a Dancer,Unknown,Unknown,1800,1825,Oil and gold on canvas,Paintings,http://www.metmuseum.org/art/collection/search/452207,Unknown,Unknown
320647,Islamic Art,Painting,"""Jonah and the Whale"", Folio from a Jami al-Tavarikh (Compendium of Chronicles)",Unknown,Unknown,1375,1425,"Ink, opaque watercolor, gold, and silver on paper",Codices,http://www.metmuseum.org/art/collection/search/453683,Unknown,Unknown
322450,Islamic Art,Painting,Ribbon Mania,1929      ,2013      ,1957,2007,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/457772,Doğançay, Burhan
322451,Islamic Art,Painting,Interrogation,1976      ,2076      ,1985,2035,Oil on linen,Paintings,http://www.metmuseum.org/art/collection/search/457774,Banisadr, Ali
322453,Islamic Art,Painting,Lady in Elizabethan Costume,Unknown,Unknown,1675,1699,"Opaque watercolor, gold, and silver on paper",Codices,http://www.metmuseum.org/art/collection/search/457781,Unknown,Unknown
322457,Islamic Art,Painting,String,1955      ,2055      ,2012,2012,"Pencil, pigments, and acrylic on canvas and aluminum",Paintings,http://www.metmuseum.org/art/collection/search/457785,Houshiary, Shirazeh
322460,Islamic Art,Painting,Cactus Plant in Flower,Unknown,Unknown,1775,1825,Opaque watercolor on paper,Paintings,http://www.metmuseum.org/art/collection/search/457788,Unknown,Unknown
322461,Islamic Art,Painting,Rival,1953      ,2053      ,1986,2036,Gouache on cardboard,Paintings,http://www.metmuseum.org/art/collection/search/457790,Ossouli, Farah
322466,Islamic Art,Painting,Untitled,1925      ,2007      ,1970,1979,Straw on mixed-media compound on canvas,Paintings,http://www.metmuseum.org/art/collection/search/457798,Grigorian, Marcos
322467,Islamic Art,Painting,Midsummer Night #10,1925      ,2007      ,1991,1991,Straw compound on canvas,Paintings,http://www.metmuseum.org/art/collection/search/457799,Grigorian, Marcos
322583,Islamic Art,Painting,Allah,1926      ,2007      ,1974,2024,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/457972,Gulgee, Isma'il
322609,Islamic Art,Painting,Portrait of Mah Laqa Bai Chanda,Unknown,Unknown,1900,1999,Opaque watercolor and ink on paper,Paintings,http://www.metmuseum.org/art/collection/search/458013,Unknown,Unknown
322626,Islamic Art,Painting,"Eternal War, Second Circle",1965      ,2065      ,2011,2011,Oil on gesso,Paintings,http://www.metmuseum.org/art/collection/search/458047,Abbassy, Samira
322627,Islamic Art,Painting,"Shattered Mirror, Shattered Music",1952      ,2052      ,1985,2035,Mixed media,Paintings,http://www.metmuseum.org/art/collection/search/458048,Derakhshani, Reza
322670,Islamic Art,Painting,"Rustam in the Dead of Winter, 2009",1945      ,2045      ,2009,2009,Mixed media and print on canvas,Paintings,http://www.metmuseum.org/art/collection/search/458644,Ave, Fereydoun
322702,Islamic Art,Painting,Rouyesh (Growth),1939      ,2039      ,2012,2012,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/458738,Ehsaey, Seyed Mohammad
322775,Islamic Art,Painting,Ahmad Shah - The Last King of Qajar,1938      ,2008      ,1955,2005,Ink and watercolor on paper,Paintings,http://www.metmuseum.org/art/collection/search/458947,Mohassess, Ardeshir
322779,Robert Lehman Collection,Painting,Saint Ansanus,1315      ,1344      ,1323,1329,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458953,Martini, Simone
322780,Robert Lehman Collection,Painting,Saint Mary Magdalen,1350      ,1350      ,1336,1370,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458954,Siena, Barna da
322781,Robert Lehman Collection,Painting,Saint Peter,1350      ,1350      ,1336,1370,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458955,Siena, Barna da
322782,Robert Lehman Collection,Painting,The Adoration of the Magi,1353      ,1410      ,1387,1393,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/458956,Bartolo di Fredi,Unknown
322786,Robert Lehman Collection,Painting,The Lamentation over the Dead Christ,1372      ,1388      ,1370,1388,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458960,Niccolò di Buonaccorso, Workshop of
322787,Robert Lehman Collection,Painting,The Coronation of the Virgin,1372      ,1388      ,1377,1383,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458961,Niccolò di Buonaccorso,Unknown
322789,Robert Lehman Collection,Painting,"Madonna and Child Enthroned with Saint John the Evangelist, Saint Peter, Saint Agnes, Saint Catherine of Alexandria, Saint Lucy, an Unidentified Female Saint, Saint Paul, and Saint John the Baptist, with Eve and the Serpent; the Annunciation",1369      ,1411      ,1382,1393,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458963,Fei, Paolo di Giovanni
322790,Robert Lehman Collection,Painting,Madonna and Child Enthroned with Two Donors,1310      ,1330      ,1315,1330,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458964,Goodhart Ducciesque Master,Unknown
322791,Robert Lehman Collection,Painting,Crucifix,1437      ,1475      ,1445,1455,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458965,da Pesaro, Giovanni Antonio
322792,Robert Lehman Collection,Painting,The Annunciation,1400      ,1450      ,1432,1438,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458966,Sassetta (Stefano di Giovanni),Unknown
322793,Robert Lehman Collection,Painting,Saint Anthony the Abbot in the Wilderness,1425      ,1450      ,1432,1438,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/458967,Osservanza Master,Unknown
322795,Robert Lehman Collection,Painting,Saint Ambrose,1398      ,1482      ,1465,1470,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458970,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unknown
322796,Robert Lehman Collection,Painting,The Creation of the World and the Expulsion from Paradise,1398      ,1482      ,1445,1445,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/458971,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unknown
322797,Robert Lehman Collection,Painting,Madonna and Child with Saints Jerome and Agnes,1398      ,1482      ,1462,1468,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458972,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unknown
322798,Robert Lehman Collection,Painting,Saint Catherine of Siena Beseeching Christ to Resuscitate Her Mother,1398      ,1482      ,1443,1468,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/458973,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unknown
322799,Robert Lehman Collection,Painting,Saint Catherine of Siena Receiving the Stigmata,1398      ,1482      ,1443,1468,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/458974,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unknown
322800,Robert Lehman Collection,Painting,The Exultation of Saint Nicholas of Tolentino,1398      ,1482      ,1447,1453,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458975,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unknown
322801,Robert Lehman Collection,Painting,Saint John the Evangelist Raises Drusiana,1398      ,1482      ,1457,1463,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/458976,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unknown
322802,Robert Lehman Collection,Painting,The Annunciation to Zacharias; (verso) The Angel of the Annunciation,1398      ,1482      ,1452,1463,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/458977,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unknown
322803,Robert Lehman Collection,Painting,Coronation of the Virgin,1398      ,1482      ,1452,1458,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458978,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unknown
322804,Robert Lehman Collection,Painting,Madonna and Child,1405      ,1481      ,1445,1463,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458979,Sano di Pietro (Ansano di Pietro di Mencio),Unknown
322805,Robert Lehman Collection,Painting,Madonna and Child,1405      ,1481      ,1436,1470,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458980,Sano di Pietro (Ansano di Pietro di Mencio),Unknown
