,Artist_Surname,Artist_First_Name
340233,Rothenberg,Susan
340238,Gascoigne,Rosalie
340250,Macleod,Euan
340252,Tillers,Imants
340253,Delaney,Joseph
340335,Guglielmi,O Louis
340353,Nice,Don
340357,Safranek,Douglas
340359,Lethbridge,Julian
340361,Fonseca,Caio
340362,Viti,Anthony
340369,MacIver,Loren
340376,Anthony,William
340379,Hawdon,Paul
340398,Eduardo,Jorge
340423,Sapia,Mariano
340426,Kami,Y Z
340436,Cotton,Judith
340438,Walkingstick,Kay
340457,Schapiro,Miriam
340459,Burton,Richmond
340462,Pollack,Reginald
340467,Tracy,Lois Bartlett
340470,Lane,Lois
340472,Bell,Leland
340474,Lamm,Leonid
340476,Amaral,Antonio Henrique
340477,Padura,Miguel
340478,Frankenthaler,Helen
340485,Freud,Lucian
340490,Noel,Georges
340491,Cadmus,Paul
340507,Soutine,Chaim
340508,Wonnacott,John
340520,Nevinson,Christopher Richard Wynne
340528,Klamen,David
340532,Rolph,Daniel
340535,Leapman,Edwina
340542,Morris,Cedric
340543,Granger-Taylor,Nicol
340544,Bultman,Fritz
340569,Saunders,Raymond
340576,Matta,Roberto
340582,De Kooning,Elaine
340587,Hodgkin,Howard
340592,Greene,Stephen
340688,Lucioni,Luigi
340746,Oulton,Therese
340748,Harms,Robert
340754,Baskerville,Charles
340758,Spencer,Niles
340763,Niewald,Wilbur
340774,Elizondo,Arturo
340813,Beauchamp,Robert
340816,Sul,Won-Gi
340817,Kim,Keun-Joong
340818,Yun,Dong-Koo
340819,Kim,Tchah-Sup
340821,Okada,Kenzo
340847,Bishop,Isabel
340857,Keller,Marthe
340878,Blume,Peter
340895,Gris,Juan
340910,Modigliani,Amedeo
340934,Gory,Unknown
340940,Stella,Joseph
340941,Bencomo,Mario
340968,Dehner,Dorothy
340971,Lebduska,Lawrence H
340997,Cunningham,Earl
341039,Hansen,Glen
341040,Nerdrum,Odd
341085,Brainard,Joe
341096,Rothschild,Judith
341116,Curry,John Steuart
341129,Pindell,Howardena
341142,Kiefer,Anselm
341177,Winters,Terry
341178,Berthot,Jake
341182,Pearson,Henry
341208,Johns,Jasper
341240,Procktor,Patrick
341284,Suba,Miklos
341287,Milhazes,Beatriz
341320,Pène du Bois,Guy
341445,Bittinger,Charles
341446,Hibbard,Aldro T.
341498,Howell,Felicie Waldo
341532,Pennoyer,A Sheldon
341619,Miller,Kenneth Hayes
341639,Seyffert,Leopold
341662,Zuloaga,Ignacio
341701,Baca-Flor,Carlos
341709,Hopper,Edward
341723,Pleissner,Ogden M.
341724,Marsh,Reginald
341730,Mcfee,Henry Lee
341733,Benton,Thomas Hart
341744,Grant,Frederic M
341762,Burchfield,Charles
341765,Luce,Molly
341767,Blumenschein,Ernest
341803,Sterne,Maurice
341819,Carter,Clarence Holbrook
341820,Peirce,Waldo
341824,Lee,Doris Emrick
341827,Sample,Paul
341835,Biddle,George
341838,Dickinson,Edwin
341839,Blow,Richard
341840,Pittman,Hobson
341846,Mechau,Frank
341847,Nichols,Dale
341848,Aiken,Mary Hoover
341849,Morgan,Maud
341852,Buller,Audrey
341855,Blum,Edith C.
341858,Lane,Harry
341859,Levi,Julian
341891,Grosz,George
341892,Gropper,William
341905,Bohus,Irene De
341950,Lantz,Paul Valentine
341953,Ruellan,Andrée
341954,Allen,Junius
341964,Lane,Betty
341970,Austin,Darrel
341973,Shoulberg,Harry
341976,Drysdale,George Russell
341987,Soyer,Moses
341997,Pyle,William Scott
342000,Levine,Jack
342002,Feininger,Lyonel Charles
342003,Atherton,John
342005,Bohrod,Aaron
342006,Breinin,Raymond
342007,Howard,Charles Houghton
342009,Evergood,Philip
342010,Kleinholz,Frank
342012,Roesch,Kurt Ferdinan
342055,Berman,Eugene
342057,Tomlin,Bradley Walker
342071,Tasker,William
342072,Presser,Josef
342079,Farruggio,Remo
342089,Wilson,Reginald
342099,Martini,Joseph De
342100,Benn,Ben
342104,Jackson,Lee
342105,Lebrun,Rico
342107,Leonid,Unknown
342110,Tschacbasov,Nahum
342113,Watkins,Franklin
342115,Weeks,John
342116,Tizard,Ronald
342142,Werboff,Michel Alexa
342153,Marin,John
342176,Varga,Margit
342177,Ipcar,Dahlov
342229,Nordfeldt,B. J. O.
342230,Spruce,Everett
342235,Stuempfig,Walter
342238,Demuth,Charles
342242,Kandinsky,Vasily
342394,Severini,Gino
342418,Rivera,Diego
342419,Macdonald-Wright,Sta
342495,Wood,Grant
342526,Siporin,Mitchell
342530,Zerbe,Karl
342533,Rattner,Abraham
342535,Osver,Arthur
342539,Roberts,Priscilla
342540,Wyeth,Andrew
342543,Vertes,Marcel
342546,Brackman,Robert
342549,Albright,Ivan
342556,Alston,Charles Henry
342558,Dasburg,Andrew Micha
342561,Serisawa,Sueo
342565,Greenwood,Marion
342567,Dodd,Lamar
342573,Brown,Carlyle
342580,Murch,Walter
342589,Karp,Leon
342604,Ernst,Jimmy
342608,Mangravite,Peppino
342611,Salemme,Attilio
342612,Stettheimer,Florine
342630,Dreier,Katherine Sophie
342634,Sterne,Hedda
342639,Philipp,Robert
342642,Greene,Balcomb
342644,Congdon,William Gros
342647,Simon,Sidney
342652,Gray,Cleve
342653,Ariza,Gonzalo
342658,Glasco,Joseph
342675,Eugen,Prince Of Sweden
342676,Sibley,Charles Kenne
342680,Blatas,Arbit
342695,Thon,William
342696,Maurer,Alfred
342719,Sage,Kay
342731,Shaw,Charles
342739,Candell,Victor
342740,Tworkov,Jack
342741,Clark,Eliot
342743,Tanguy,Yves
342744,Hultberg,John
342746,Heliker,John
342750,Carone,Nicolas
342756,Rivers,Larry
342761,Etnier,Stephen
342766,Gorky,Arshile
342768,Bruckman,Lodewijk Ka
342778,Cloar,Carroll
342784,Brockhurst,Gerald Leslie
342790,Tooker,George
342801,Craig,Nancy Ellen
342817,Morris,Carl A
342819,Shikler,Aaron A
342821,Chabas,Paul
342845,Ossorio,Alfonso
342848,Annigoni,Pietro
342855,Fry,Roger Eliot
342896,Carroll,John
342932,Metzinger,Jean
342955,John,Augustus
342990,Bruce,Patrick Henry
343053,Fredrick,Millie Bruhl
343146,Cunningham,Patricia
343151,Laufman,Sidney
343154,Bluemner,Oscar
343155,Gleizes,Albert
343164,Ault,George
343290,Blum,Jerome
343314,Vickrey,Robert
343318,Segonzac,André-Dunoyer de
343319,Louis,Séraphine
343329,Vallotton,Félix
343371,Beckmann,Max
343373,Besnard,Paul-Albert
343377,Dongen,Kees van
343378,Dufy,Raoul
343381,Ensor,James
343383,Kisling,Moïse
343384,Laprade,Pierre
343442,Graham,John
343443,Reynolds,Alan
343453,Xceron,Jean
343455,Hirsch,Stefan
343542,Goodnough,Robert
343561,Crampton,Rollin
343594,Bell,Vanessa Stephen
343606,Bacon,Francis
343610,Brauner,Victor
343616,Ernst,Max
343622,Giacometti,Alberto
343690,Gallagher,Ellen
343697,Owens,Laura
343708,Lewis,Wyndham
343744,Feeley,Paul
343754,Kerkam,Earl
343763,Leslie,Alfred
343773,Niro,Robert De
343804,Stanczak,Julian
343808,Mangan,Stephen
343860,Phillips,Ian
343907,Levy,Edgar
343915,Denis,Maurice
343980,Brown,Alice Dalton
344059,Moser,Wilhelm
344349,Weinstein,Matthew
344393,Cottingham,Robert
344670,Ryman,Robert
344708,Fraser,Scott
344767,Childs,Bernard
344816,Smith,Tremain
344854,Kline,Martin
344941,Van Esselstyn,Mari-Louise
344978,Gibson,John
345065,Hatton,Julian
345263,Süe,Louis
345304,Fasanella,Ralph
345338,Peretz,Anne
345356,Moller,Hans
345369,Smith,Vincent D.
345373,Phelan,Ellen
345421,Torok,Jim
345424,Carrington,Leonora
345460,Magritte,René
345464,Riopelle,Jean-Paul
345482,Nel,Karel
345484,Scott,William
345542,Fischl,Eric
345624,Levine,Tom
345791,Lawrence,Jacob
345836,Vasarely,Victor
345844,Kurbanov,Sukhrob
345855,Segal,Arthur
345891,Matisse,Pierre
345899,Wou-Ki,Zao
345905,Eddy,Don
345963,Nicholson,Ben
345970,Clemente,Francesco
345990,Rauschenberg,Robert
346030,Dawson,Manierre
346091,Smith,Jaune Quick-to-See
346215,Sirry,Gazbia
346278,Woodman,Betty
346281,Ranson,Paul
346293,Reigl,Judit
347027,Steir,Pat
347030,Hanson,Joseph Mellor
347042,Brown,Cecily
347090,Sacks,Peter
347178,Newton RA,Algernon
347190,Condo,George
347192,Francis,Sam
347195,Hopper,Dennis
347203,Saville,Jenny
347211,Bennett,Amy
347213,Upton,Richard
347220,Loving,Al
347243,Mangold,Sylvia Plimack
347265,Rana,Rashid
347274,Bailey,Radcliffe
347279,Holzer,Jenny
347289,Joffe,Chantal
347554,Lowman,Nate
347556,Moffett,Donald
347630,Innes,Callum
351495,Mattelson Marvin,Unknown
352508,Voiriot,Guillaume
380695,Afjei,Nasrollah
382149,Howe,Oscar
383021,Hirshfield,Morris
384063,Hristoff,Peter
384346,Sepehri,Sohrab
384580,Rodríguez Juárez,Juan
385284,Thomas,Alma
385285,Moss,Kevin
385286,Courtright,Robert
385287,Parodi,Roberto
385288,Boice,Bruce
385289,Rojas,Elmar
385291,Gorchov,Ron
385292,Negroponte,George
385293,Jeff,Unknown
385299,Bradley,Peter
385303,Cobo,Chema
385306,Stevens,May
385310,Allen,Terry
385316,Lizardo,Luis
385317,Schuyff,Peter
385318,Siler,Todd
385319,Wynn,Donald James
385320,Roche,Rabell Arnaldo
385321,Alexander,John
385322,Meyer,Melissa
385323,McCleary,Dan
385325,Jackson,Oliver
385326,Kushner,Robert
385327,Tweddle,John
385328,Hsu,Tishan
385329,Wonner,Paul
385330,Chiriani,Richard
385331,Barth,Frances
385332,Hammond,Jane
385334,Anderson,Doug
385336,Brown,Christopher
385337,Kostabi,Mark
385338,Connelly,Chuck
385339,Van Horn,Dana
385340,Paschke,Ed
385341,Birmelin,A Robert
385343,Broto,Unknown
385346,Anastasi,William
385347,Franco,Siron
385348,Smith,Richard
385350,Arevalo,Javier
385351,Brown,Theophilus
385352,Marcus,Paul
385353,Dixon,Willard
385355,Nadin,Peter
385356,Sarkisian,Paul
385357,Jolly,Nicholas
385358,Barclay,Stephen
385359,Zucker,Joe
385360,Smith,Ian
385362,Kirkeby,Per
385366,Haynes,Nancy
385367,Ovchinnikov,Vladimir
385368,Jemison,Noah
385369,Grostein,Marcia
385370,Davis,Brad
385371,Schmit,Randall
385372,Hendon,Cham
385373,Laufer,Susan
385375,Peltenburg-Brechneff,Unknown
385377,Whang,In Kie
386315,Hodler,Ferdinand
386903,Abts,Tomma
387511,Enríquez,Nicolás
389883,Usui Bumpei,Unknown
390844,Silver Horn,Haungooah
391149,Pilaram,Faramarz
392014,Yáñez de la Almedina,Fernando
392193,Duyckinck,Gerardus I
393340,Gaulli,Giovanni Battista
393562,Bosin,Francis Blackbear
393944,Kahlhamer,Brad
394647,Aram,Kamrooz
395754,Fathi,Golnaz
396128,Castiglione,Giovanni Benedetto (Il Grechetto)
397058,Bloch,Albert
399046,Bradford,Mark
400112,Orrente,Pedro
401021,Dial,Thornton
401065,Light,Joe
401069,Proctor,Mary
401071,Rowe,Nellie Mae
401080,Smith,Mary T.
401085,Tolliver,Mose
401087,Young,Purvis
402665,Goodall,Frederick
402731,Napangardi,Dorothy
402827,Ganambarr,Gunybi
404326,Mazzolino,Ludovico
404327,Ahmadi,Shiva
405469,Gandolfi,Ubaldo
408208,von Hellermann,Sophie
410447,Marshall,Kerry James
411010,Cagnacci,Guido
411309,Caillebotte,Gustave
412034,Douglas,Aaron
412867,Porter,Charles Ethan
412966,Barye,Antoine-Louis
413233,Riley,Bridget
413628,Khnopff,Fernand
413707,Beuckelaer,Joachim
414480,Le Brun,Christopher
417325,Sampler,Marion
417523,Griffin,Kojo
417603,Morales,Luis de
417821,Qiu Anxiong,Unknown
418106,Arabshahi,Masud
418108,Alkhas,Hannibal
419326,Cappelen,August
420879,Harper,William A.
421603,Hummel,Carl Maria Nicolaus
421606,Périn,Alphonse-Henri
421607,Prieur,Romain-Étienne-Gabriel
422116,Zubelda Cigarettes,Unknown
423144,Tavernier,Jules
423400,Segers,Hercules
424255,Wang Jian,Unknown
424853,Alkadhi,Ayad
424920,Luti,Benedetto
430164,Cavarozzi,Bartolomeo
430275,Prellwitz,Edith Mitchill
430298,Pouyan,Shahpour
430576,Dolci,Carlo
430825,Caracciolo,Giovanni Battista
432474,Golub,Leon
433089,Leonelli,Antonio (called Antonio da Crevalcore)
433841,Berchère,Narcisse
434011,Sánchez,José
438384,Biernoff,Elisheva
441637,Boisselier,Antoine-Félix
443148,Ghaffari,Yaha
